Key,English,French,German,Italian,Portuguese,Spanish,Russian,Japanese,Chinese
DLG_JONESTOWNANSIBLE_5,They must have already used up every last byte.,Ils l'ont sans doute déjà utilisée jusqu'au dernier octet.,Sie müssen bereits jedes einzelne Byte aufgebraucht haben.,Devono aver utilizzato fino all'ultimo bye.,Deve ter usado até o último byte.,Habrá usado hasta el último byte.,"Должно быть, они уже использовали все до последнего байта.","最後の数バイトも
使い切ったみたいね。",这个的内存肯定已经用完了。
DLG_SITEMANAGER1_0,Excuse me.,"Hum, excusez-moi.",Entschuldige mich.,Scusami…,Com licença.,Disculpa.,Извините.,お邪魔するわ。,打扰一下。
DLG_SITEMANAGER1_1,"Ah, hello there. A newcomer!","Ah, salut. Une nouvelle !","Ah, hallöchen. Ein Neuankömmling!","Ah, salve. Una nuova arrivata!","Ah, olá. Uma novata!","Ah, hola. ¡Una cara nueva!","А, приветик. Новенькая!",おお、新人か！ようこそ！,啊，你好，新来的！
DLG_SITEMANAGER1_2,My name is Warren. I'm the site manager here.,"Je m'appelle Warren. Je suis le Chef de chantier, ici.",Mein Name ist Warren. Ich bin der Bauleiter hier.,Mi chiamo Warren. Sono il responsabile di quest'area.,Meu nome é Warren. Sou o supervisor daqui.,Me llamo Warren. Soy el administrador de esta operación.,Меня зовут Уоррен. Я местный управляющий.,"私はウォーレン。
ここのサイトマネージャーだ。",我叫沃伦，是这个地方的现场经理。
DLG_SITEMANAGER1_4,How did you even get here? The mountain is crawling with robots.,Comment es-tu arrivée ici ? La montagne grouille de robots.,Wie bist du überhaupt hierhergekommen? Auf dem Berg wimmelt es nur so von Robotern.,Come hai fatto ad arrivare qui? La montagna brulica di robot.,Como você conseguiu chegar aqui? A montanha está infestada de robôs.,¿Cómo hiciste para llegar aquí? La montaña está repleta de robots.,Как ты вообще сюда попала? Гора кишмя кишит роботами.,"どうやってここまで来たんだ？
この山はロボットがたくさん
うろついているというのに。",你是怎么上来的？山上到处都是机器人。
DLG_SITEMANAGER1_3,Let's just say I'm getting better at swinging an ice axe.,Disons juste que je commence à prendre le pli avec ma hache de glace.,"Sagen wir einfach, ich werde besser im Schwingen eines Eispickels.",Diciamo solo che sto migliorando nell'uso della piccozza.,Digamos que estou utilizando este machado de gelo um pouco melhor.,Digamos que... estoy aprendiendo a usar una piqueta.,"Скажем так, я научилась прекрасно работать ледорубом.","ピッケルの扱いがうまいから
…とでも言えばいいかしら。",姑且就当是因为我冰镐玩得比较溜吧。
DLG_SITEMANAGER1_5,Let's cut to the chase. I'm Indra Chaudhari. I hear you're building a portal back home.,Venons-en au fait. Je suis Indra Chaudhari. J'ai entendu dire que vous construisez un portail pour nous ramener.,"Lass uns auf den Punkt kommen. Ich bin Indra Chaudhari. Ich habe gehört, du baust ein Portal nach Hause.",Veniamo al sodo. Sono Indra Chaudhari. Ho sentito dire che stai costruendo un portale per tornare a casa.,Vamos direto ao assunto. Meu nome é Indra Chaudhari. Me disseram que você está construindo um portal para casa.,Vamos al grano. Soy Indra Chaudhari. Escuché que estás construyendo un portal para volver.,"Сразу к делу. Я Индра Чаудхари. Мне сказали, что вы тут строите портал домой.","本題に入りましょう。
私はインドラ・チョーダリー。
あなたが元の世界へ
戻るためのポータルを
作っていると聞いたわ。",言归正传，我是因德拉·乔杜里，听说你在造回去的传送门。
DLG_SITEMANAGER1_6,"Indeed! Well, *ahem*, I've encountered a slight problem ...","Tout à fait ! Mais, *hum*, j'ai rencontré un léger souci...","In der Tat! Nun, *ähem*, ich bin auf ein kleines Problem gestoßen ...","Proprio così! Beh, *ehm*, ma sto avendo un piccolo problema...","De fato! Bem, *aham*, eu tive um probleminha...","¡Exacto! Bueno, eh... Me enfrento a un problemita...","Это так! Ну, *кхм*, у меня тут проблемка...","その通りだ！
だが、オッホン、
少し問題があって…",没错！只是，*啊咳*，遇到了一个小小的问题……
DLG_SITEMANAGER1_7,"You see, the portal is based on ansible technology developed by Dr. Hammond.","Tu vois, le portail se base sur la technologie supraluminique développée par Dr. Hammond.","Siehst du, das Portal basiert auf der von Dr. Hammond entwickelten Ansible-Technologie.","Vedi, il portale si basa sulla tecnologia degli ansible sviluppata dalla dottoressa Hammond.","Veja, o portal é baseado na tecnologia ansible desenvolvida pela Dra. Hammond.","Verás, el portal se diseñó a partir de la tecnología de ansibles de la Dra. Hammond.","Видишь ли, в основе портала лежит ансибль-технология доктора Хаммонд.","いいかい、ポータルは
ドクター・ハモンドが開発した
アンシブルの技術が
ベースとなっているんだ。",是这样，这个传送门用的是哈蒙德博士的安塞波技术。
DLG_SITEMANAGER1_8,There's an ansible right over there.,"D'ailleurs, voici un ansible, juste ici.",Da drüben ist ein Ansible.,C'è un ansible proprio lì.,Tem um ansible bem ali.,Hay un ansible justo ahí.,У вас вон там ансибль стоит.,"アンシブルならちょうど
あそこにもあるじゃない。",那边就有一台安塞波。
DLG_SITEMANAGER1_10,Unfortunately it has to be a specific ansible - one of the originals made back in 2007 ...,"Malheureusement, il me fallait un ansible bien spécifique. Un des spécimens originaux créés en 2007...",Leider muss es ein bestimmtes Ansible sein – eines der Originale aus dem Jahr 2007 ...,Sfortunatamente dev'essere un ansible specifico - uno degli originali realizzati nel 2007…,"Infelizmente, precisa ser um ansible específico: um dos originais fabricados lá em 2007...","Por desgracia, tiene que ser un ansible específico: uno de los originales creados en 2007...","К сожалению, нам нужен особый ансибль — оригинал, собранный в 2007 году...","特別なアンシブルを
使わなきゃダメなんだ。
それも２００７年に作られ
たオリジナルを…",对，只是传送门需要特定型号的安塞波，必须是2007年最早开发的那一种……
DLG_SITEMANAGER1_11,... and it was stolen by the Kazakhs.,... et il a été volé par les Kazakhs.,... und es wurde von den Kasachen gestohlen.,…e che sono stati rubati dai kazaki.,...e ele foi roubado pelos Kazakhs.,y los kazajos nos lo robaron.,...и его украли казахи.,"…それがカザフ人たちに
盗まれてしまった。",……而那台老式的又被哈萨克人抢走了。
DLG_SITEMANAGER1_12,Wasn't Jones Station run by the Americans?,Je croyais que la Station Jones était gérée par les Américains ?,Wurde die Jones Station nicht von den Amerikanern betrieben?,La Stazione Jones non era gestita dagli americani?,A Estação Jones não era gerenciada por Americanos?,¿Jones no era una base estadounidense?,Разве Станция Джонса была не американской?,"ジョーンズ基地局は
アメリカの管轄でしょ？",琼斯站之前不是美国人的吗？
DLG_SITEMANAGER1_13,"Well, it is - was - a private effort. The US government didn't know about the portal.","Eh bien, c'est - enfin c'était - un effort privé. Le gouvernement américain n'était pas au courant pour le portail.","Nun, es ist – war – ein privates Unternehmen. Die US-Regierung wusste nichts von dem Portal.","Beh, in realtà è - anzi era - un'iniziativa privata. Il governo americano non sapeva nulla del portale.","Bem, isso é - foi - uma iniciativa privada. O governo dos EUA não sabia sobre o portal.","Bueno, es (o era...) una obra privada. El gobierno estadounidense no sabe del portal.","Ну да, но она была частной. Правительство США ничего не знало о портале.","ええと、これは…
個人でやってたことなんだ。
アメリカ政府はポータルの
存在を知らない。",那地方是私营科考站，美国政府不知道我们在造传送门。
DLG_SITEMANAGER1_14,"However, some researchers from nearby Sagimbayev Station discovered what we were doing.","Néanmoins, certains chercheurs près de la Station Sagimbayev ont découvert ce qu'on faisait.","Allerdings entdeckten einige Forscher der nahe gelegenen Sagimbayev Station, was wir taten.","Tuttavia, alcuni ricercatori della vicina Stazione Sagimbayev scoprirono cosa stavamo facendo.","No entanto, alguns pesquisadores próximos, da Estação Sagimbayev descobriram o que estávamos fazendo.","Sin embargo, unos investigadores de la estación cercana de Sagimbayev descubrieron lo que hacíamos.","Но исследователи с соседней Станции Сагимбаева прознали, чем мы там занимались.","だか私たちのしていたことが、
シャジムベイエブ基地局の
近くにいた研究員たちに
知れ渡ってしまった。",可是，我们旁边是萨金巴耶夫站，他们有几个科研人员知道了我们的工作内容。
DLG_SITEMANAGER1_15,"In exchange for their silence, we let them through.","En échange de leur silence, on les a laissé passer.",Im Austausch für ihr Schweigen ließen wir sie durch.,"In cambio del loro silenzio, li lasciammo passare.","Em troca de seu silêncio, deixamos eles atravessarem.",Los dejamos pasar a cambio de su silencio.,Мы впустили их в обмен на их научные знания.,"このことを黙ってもらう
代わりに彼らを通したんだ。",我们为了封这几个人的口，就让他们进了传送门。
DLG_SITEMANAGER1_16,So do *they* have a portal back home?,"Et donc, est-ce que *eux* ils ont un portail de retour ?",Also haben *sie* ein Portal nach Hause?,E *loro* ce l'hanno un portale per tornare indietro?,Então *eles* é que têm um portal para casa?,¿Y *ellos* sí tienen un portal de vuelta?,"Получается, портал домой *у них*?","じゃあポータルを持つのは
”彼ら”ってこと？",那这些人有回去的传送门吗？
DLG_SITEMANAGER1_18,I don't know if they're even still alive. They didn't stay in contact.,Je ne sais même pas s'ils sont encore en vie. Ils ont coupé tout contact.,"Ich weiß nicht, ob sie überhaupt noch am Leben sind. Sie haben keinen Kontakt gehalten.",Non so neppure se sono ancora vivi. Non siamo rimasti in contatto.,Eu nem sei se eles ainda estão vivos. Não manteram contato.,Ni siquiera sé si aún están vivos. Perdimos el contacto.,"Я не знаю, живы ли они еще. Мы не поддерживали связь.","私たちには彼らが
まだ生きているか
どうかも分からない。",我连他们还活不活着都不知道，他们后来没再跟我们联系过。
DLG_SITEMANAGER1_19,"They built a research station somewhere south of us, if you can figure out how to get there.","Ils ont construit une station de recherche quelque part plus au sud de la nôtre, si tu trouves le moyen d'y aller.","Sie haben irgendwo südlich von uns eine Forschungsstation gebaut, wenn du herausfinden kannst, wie man dorthin kommt.","Hanno costruito una stazione di ricerca da qualche parte a sud da qui, se riesci a trovare un modo per arrivarci.","Eles construíram uma estação de pesquisa em algum lugar so sul de nós, se você conseguir descobrir como chegar lá.","Construyeron un centro de investigación por algún lado al sur de aquí, si te las arreglas para llegar.","Они построили станцию где-то к югу от нас, если вдруг придумаешь, как туда попасть.","私たちのいるところから
南の方角に彼らは
調査基地を作っている。
行き方は自分で
探さなければならない。",他们在我们南边建了一座科研站，你要是有办法，可以过去看看。
DLG_SITEMANAGER1_21,I wish you had just led with that.,Vous auriez dû commencer par ça.,"Ich wünschte, du hättest einfach damit angefangen.",Avresti anche potuto dirmelo subito.,E por que você não falou isso logo no começo?,Me hubiera gustado que empezaras por ahí.,С этого и надо было начать.,"せめて行き方くらいは
教えて欲しかったわ。",你为什么不一开始就提这件事情？
DLG_SITEMANAGER2_0,"So, what the hell is this place? Outside it looks almost like a tube?","Et donc, c'est quoi, au juste, cet endroit ? De dehors, ça ressemble presque à un tube... ?","Also, was zum Teufel ist das für ein Ort? Von außen sieht es fast wie eine Röhre aus?","Allora, cosa diavolo è questo posto? Dall'esterno sembra assomigliare a un tubo…","Então, que diabos é esse lugar? Por fora quase parece um... tubo?","Entonces, ¿qué diablos es este lugar? Desde fuera parece un tubo.",Ну так что это вообще за место? Снаружи очень похоже на трубу.,"ねえ、この世界は
一体どういう構造なの？
外はほとんどチューブ
みたいな見た目のだけど？",这是个什么地方？外面看起来，好像一条管子。
DLG_SITEMANAGER2_1,"Good question. We think it is some form of adjacent universe, where the laws of physics differ.","Bonne question. Nous pensons qu'il s'agit d'une forme d'univers adjacent, soumis à des lois de la physique différentes.","Gute Frage. Wir denken, es ist eine Art Nachbaruniversum, in dem die Gesetze der Physik anders sind.","Bella domanda. Crediamo che sia una qualche forma di universo adiacente, con diverse leggi della fisica.","Boa pergunta. Nós achamos que é alguma forma de universo adjacente, onde as leis da física são diferentes.","Buena pregunta. Creemos que es un tipo de universo paralelo, donde las leyes de la física son diferentes.","Хороший вопрос. Мы считаем, что это что-то типа смежной вселенной с отличными от наших законами физики.","いい質問だね。
私たちはある種の、
物理法則の異なる
隣り合わせの世界にいると
考えている。",这个问题问得好。我们认为这是邻近宇宙的某种形态，这类宇宙的物理法则与我们的宇宙截然不同。
DLG_SITEMANAGER2_2,"Clearly our chemistry and biology transfers over here, but gravity does not seem to be driven by mass.","Il est évident que notre chimie et notre biologie sont transférées ici, mais la gravité ne semble pas entraînée par la masse.","Offensichtlich überträgt sich unsere Chemie und Biologie hierher, aber die Schwerkraft scheint nicht durch Masse angetrieben zu werden.","È ovvio che la nostra chimica e la nostra biologia funzionano anche qui, ma la gravità non sembra essere guidata dalla massa.","Claramente nossa química e biologia se transferem para cá, mas a gravidade não parece ser impulsionada pela massa.","Claramente, nuestra química y biología se transfieren aquí, pero parece que no es la masa lo que define la gravedad.","Совершенно точно биологически и химически наши вселенные схожи, но гравитация, как показывает практика, на зависит от массы.","私たちの化学や生物学が
こちらでも通じることは
明らかなのだが、
重力に関しては質量で
決まるわけではないようだ。",我们的生化成分显然都过来了，但是所受引力似乎与自身质量无关。
DLG_SITEMANAGER2_3,We built this telescope to find out more. It's as if we're inside a torus the size of a planetary orbit.,Nous avons construit ce télescope pour en apprendre plus. C'est comme si on était à l'intérieur d'un tore de la taille d'une orbite planétaire.,"Wir haben dieses Teleskop gebaut, um mehr herauszufinden. Es ist, als ob wir uns in einem Torus von der Größe einer Planetenbahn befinden.",Abbiamo costruito questo telescopio per scoprire qualcosa in più. È come se fossimo dentro un toroide della dimensione di un'orbita planetaria.,Nós construímos este telescópio para descobrir mais. É como se estivéssemos dentro de um tórus do tamanho de uma órbita planetária.,Construimos este telescopio para descubrir más. Es como si estuviéramos en un toroide del tamaño de una órbita planetaria.,"В надежде узнать больше мы построили этот телескоп. Благодаря его торической форме, в нем создается эффект нахождения внутри планетарной орбиты.","更に調査をするために
この望遠鏡を作った。
それで分かったのは私たちは
惑星軌道くらいの規模の
トーラス（円環面）のような
モノの中にいるということだ。",我们为了深入了解这个宇宙，就造了这个观测台。我们好像身处直径堪比行星轨道的一个环面。
DLG_SITEMANAGER2_4,But it's not fully solid; it's more like a lattice. We can see through some of the openings and behind them ..,"Mais il n'est pas tout à fait solide, c'est plus comme un maillage. On peut voir à travers certaines ouvertures, et derrière elles...",Aber er ist nicht ganz fest; er ist eher wie ein Gitter. Wir können durch einige der Öffnungen sehen und hinter ihnen ...,"Ma non è completamente solido; è più simile a un reticolo. Riusciamo a vedere cosa c'è oltre grazie a delle aperture, e dietro di esse…","Mas não é totalmente sólido, é mais como uma treliça. Podemos ver através de algumas das aberturas, e por trás delas...","Pero no es completamente sólido, sino más como un entramado. Podemos ver a través de algunas aberturas y del otro lado...","Но он не твердотельный, больше похож на сетку. Мы можем заглядывать в отверстия и видеть там...","だがそれも密度のある完全に隙間の無い構造ではなく、格子状でできている。
格子の開口部から向こう側をのぞき込むこともできるけど…",可是，这个环面并非致密的固态，而是格栅结构，可以看到格孔后面……
DLG_SITEMANAGER2_5,... is just more lattice. We don't know what keeps it from collapsing in on itself.,... encore plus de maillage. On ignore ce qui provoque son affaissement sur lui-même.,"... sind nur noch mehr Gitter. Wir wissen nicht, was es davor bewahrt, in sich selbst zusammenzufallen.",…c'è un altro reticolo. Non capiamo come faccia a non collassare su stesso.,...é só mais treliça. Não sabemos o que o impede de entrar em colapso.,hay más entramados. No sabemos qué evita que colapse sobre sí mismo.,"...еще больше ячеек. Мы не понимаем, как он еще не рухнул под собственным весом.","また格子状の構造物が
その先に見えるだけだ。
なぜ壊れずにそのままの
状態を保持できるのかは
分からない。",……还是栅格。我们不知道这个空间为什么没有坍塌。
DLG_SITEMANAGER2_6,"How did you build a portal leading here when you don't even know what ""here"" is?",Comment avez-vous réussi à construire un portail vers ici sans savoir où se situe cet « ici » ?,"Wie habt ihr ein Portal gebaut, das hierher führt, wenn ihr nicht mal wisst, was „hier“ ist?","Come avete fatto a costruire un portale per questo posto se non sapete neppure cosa ""sia"" questo posto?","Como vocês construíram um portal para cá se vocês nem sabem onde é ""aqui""?","¿Cómo construyeron un portal que llega aquí sin saber qué es ""aquí""?","Как вы смогли построить портал туда, не зная *куда*?","”この世界”が何なのかも
分からないのに、
どうやってこの世界に繋がる
ポータルを作ったの？",你们都不知道“这里“是哪里，当初又是凭借什么造出了通向这里的传送门？
DLG_SITEMANAGER2_7,That was all Dr. Hammond. She always seemed to have some insight the rest of us weren't privy to.,C'est à Dr. Hammond qu'on le doit. Elle semblait toujours savoir une chose que le reste d'entre nous ignorions.,"Das war alles Dr. Hammond. Sie schien immer Einblicke zu haben, in die wir anderen nicht eingeweiht waren.",È stata tutta opera della dottoressa Hammond. Ha sempre visto le cose con una prospettiva di cui noi siamo privi.,Foi tudo obra da Dra. Hammond. Ela sempre parecia ter uma compreensão que o resto de nós desconhecia.,Lo hizo la Dra. Hammond. Ella siempre pareció tener un conocimiento al que los demás nunca accedimos.,"Это все доктор Хаммонд. Казалось, она всегда знала больше нашего.","全てはハモンド博士が
やったことだ。
彼女は常に私たち誰もが
知り得ない見識とアイデアを
持っていたようだ。",这种问题得问哈蒙德博士。她好像一直都有一些高见，不过从来不会与我们分享。
DLG_SITEMANAGER3_0,I'll let you know if I learn anything else.,Je vous dirai si j'apprends quelque chose d'autre.,"Ich lasse es dich wissen, wenn ich noch etwas erfahre.",Ti avverto se dovessi scoprire qualcos'altro.,Eu te aviso se descobrir mais alguma coisa.,Te avisaré si consigo descubrir algo más.,"Дам знать, если узнаю что-то еще.","新たに何か分かったら
あなたにも教えよう。",我有了新的发现，一定告诉你。
DLG_SITEMANAGERINFECTED_0,Please ... stay away ...,Par pitié... Reste à l'écart...,Bitte ... bleib weg ...,Per favore… stammi lontana…,Por favor... Não se aproxime...,Por favor... aléjate...,Прошу... не подходи...,"近づかないでくれ…
頼む…",千万……不要过来……
DLG_TELESCOPEANSIBLE_1,Anyone there?,Il y a quelqu'un ?,Ist da jemand?,C'è qualcuno?,Tem alguém aí?,¿Hay alguien ahí?,Тут кто-то есть?,誰かいないの？,有人吗？
DLG_TELESCOPEANSIBLE_3,Output data throttling has resulted in input overflow.,Le flux des données de sortie a provoqué un excès de données.,Die Drosselung der Output-Daten hat zu einem Input-Overflow geführt.,La limitazione di dati in uscita ha causato un eccesso di dati in entrata.,O controle de fluxo de dados de saída resultou em sobrecarga de entrada.,Una regulación de los datos de salida ha causado un exceso de entradas.,Троттлинг исходящих данных вызвал перегруз во входящих.,"出力データ絞り込み
により入力オーバー
フローが起きた。",输出数据限流已导致输入溢出。
DLG_TELESCOPEANSIBLE_4,"In effect, millions are trapped in detention.","De fait, des millions sont piégées en détention.",Im Endeffekt sind Millionen von Menschen gefangen.,"In sostanza, milioni sono intrappolati in detenzione.","Como efeito, milhões estão em detenção.","De hecho, hay millones detenidos.",Из-за этого миллионы оказались в ловушке.,"実際に多くが
閉じ込められた
状態にある。",成千万上亿的人被关在了这里。
DLG_TELESCOPEANSIBLE_6,On this ansible? It's old. Nothing I can do about that.,Sur cet ansible ? Il est vieux. Je ne peux rien y faire.,In diesem Ansible? Es ist alt. Daran kann ich nichts ändern.,Su questo ansible? È vecchio. Non c'è nulla che io possa fare.,Neste ansible? Ele é antigo. Não posso fazer nada quanto a isso.,¿En este ansible? Es viejo. No puedo hacer nada.,На этом ансибле? Он старый. Я ничего не смогу с ним сделать.,"この機器で？
古すぎて私には
どうしようもない。",关在这台安塞波里？型号太旧了，我无能为力。
DLG_TELESCOPEANSIBLE_7,"No. Sorry, terminal running low trying to cndnse info","Non. Mes excuses, terminal faible essaye condenser info","Nein. Tut mir leid, das Terminal geht aus, wenn ich versuche, Infos zu sammeln.","No. Spiacente, il terminale è in mdlità rsprmio e crca di cndnsre info.","Não. Lamento, terminal enfraquecendo tentando condensar informação.",No. Disculpa. Terminal con baja energía por condnsr info.,"Нет. Извини, но терминал работает на низкой мощности, пытаясь ужать поток данных.","いいえ。ごめんなさい。
ターミナルが限界
手短に次の情報を",不行。抱歉，终端供能不足，正在压缩数
DLG_TELESCOPEANSIBLE_8,"Next in CliffTown, sector 14, 16.","Suite à CliffTOwn, secteur 14, 16.","Als Nächstes in CliffTown, Sektor 14, 16.","Il prossimo è a CliffTown, settore 14, 16.","Próximo em CliffTown, setor 14, 16.","Próxima en CliffTown, sector 14-16.","Еще один есть в Клиффтауне, сектор 14, 16.","次はクリフタウン、
セクター１４，１６。","下面前往14,16区的克利夫敦。"
DLG_TELESCOPEANSIBLE_2,What the hell?,De quoi ?!,Was zur Hölle?,Ma che diavolo…?,Mas que droga?,¿Qué demonios?,Какого хрена?,何がどうなってるの？,什么情况？
DLG_BIOLOGIST1_10,"Hello, I accidentally came here through the portal in Jones Station.","Salutations, je suis arrivée ici sans le vouloir en traversant le portail de la Station Jones.","Hallo, ich bin versehentlich durch das Portal in der Jones Station hierhergekommen.","Salve, sono capitata qui per sbaglio attraversando il portale della Stazione Jones.","Olá, eu vim para cá por acidente, através do portal da Estação Jones.","Hola, llegué aquí por error al cruzar el portal de la estación Jones.","Привет, я нечаянно попала сюда из портала Станции Джонса.","こんにちは、
ジョーンズ基地局にあった
ポータルから偶然ここまで
来たんだけど。",你好，我不小心进了琼斯站的传送门，来到了这个地方。
DLG_BIOLOGIST1_11,I'm just looking for a way back.,Je cherche un moyen de rentrer.,Ich suche nur nach einem Weg zurück.,Sto cercando un modo per tornare indietro.,Só estou procurando uma maneira de voltar.,Busco la manera de volver.,Я просто хочу вернуться назад.,"元の世界に戻る方法を
探しているの。",我正在找回去的办法。
DLG_BIOLOGIST1_1,"Hi, I'm Kari. Malka radioed that someone might be coming by.","Salut, moi c'est Kari. Malka m'a prévenue que quelqu'un viendrait bientôt.","Hi, ich bin Kari. Malka hat gefunkt, dass jemand vorbeikommen könnte.","Ciao, sono Kari. Malka mi aveva avvertito via radio che sarebbe potuto arrivare qualcuno.","Oi, eu sou Kari. Malka me passou um rádio avisando que alguém poderia aparecer.","Hola, soy Kari. Malka me avisó por radio que vendría alguien.","Привет, я Кари. Малка сказала по радио, что кто-то должен прийти.","こんにちは、私はカリ。
誰かがここまで来るって
マルカから無線で聞いたわ。",嗨，我叫迦利。玛勒卡给我发了无线电，说有人可能会过来。
DLG_BIOLOGIST1_3,"Warren was working on a new portal, but the Kazakhs took his tech.","Warren bossait sur un nouveau portail, mais les Kazakhs lui ont volé son matériel.","Warren hat an einem neuen Portal gearbeitet, aber die Kasachen haben ihm die Technik weggenommen.",Warren stava lavorando a un nuovo portale ma i kazaki gli hanno portato via la sua attrezzatura.,"Warren estava trabalhando em um novo portal, mas os Kazakhs roubaram a tecnologia dele.","Warren estaba trabajando en un portal nuevo, pero los kazajos le robaron sus avances.","Уоррен работал над новым порталом, но казахи украли его наработки.","ウォーレンは新しいポータルを
作ろうとしてたけど、その技術
をカザフ人に盗まれたの。",沃伦正在组装新的传送门，可是哈萨克人抢走了他的机器。
DLG_BIOLOGIST1_4,"They had a base somewhere southeast of here, but we haven't heard from them in quite a while.","Ils avaient une base quelque part au sud-est d'ici, mais ça va faire un moment qu'on n'a pas eu de nouvelles d'eux.","Sie hatten eine Basis irgendwo südöstlich von hier, aber wir haben schon eine ganze Weile nichts mehr von ihnen gehört.","Avevano una base da qualche parte a sud-est da qui, ma non abbiamo più loro notizie da molto tempo.","Eles tinham uma base em algum lugar a sudeste daqui, mas faz muito tempo que não ouvimos falar deles.","Tenían una base por algún lado al sudeste de aquí, pero hace ya tiempo que no sabemos nada de ellos.","У них база где-то на юго-востоке отсюда, но от них уже очень давно не было вестей.","彼らの基地局はここから
南東の方向にあるけど、
しばらく音沙汰も無いわ。",他们之前在东南方向有个基地，不过很久都没有消息了。
DLG_BIOLOGIST1_5,You may have noticed all of the drones around ... it's too dangerous for us to go look.,Tu as sans doute remarqué tous les drones qui traînent dans le coin... c'est beaucoup trop dangereux pour qu'on aille voir.,"Du hast vielleicht die vielen Drohnen bemerkt ... Es ist zu gefährlich für uns, nach ihnen zu suchen.",Avrai notato quanti droni ci sono qua attorno… è troppo pericoloso andare in esplorazione.,Acho que você percebeu todos esses drones por aí... É muito perigoso ir até lá.,Habrás visto todos esos drones... Se nos hace muy difícil salir a explorar.,"Ты, скорее всего, заметила, что тут повсюду дроны... так что ходить на разведку довольно опасно.","あなたもこの周辺にいる
ドローンたちを見たでしょ…
危なすぎて確認しに
行くこともできない。",你可能已经看到附近那些无人机了……我们过去的话，太过危险。
DLG_BIOLOGIST1_6,That is ... not ideal. But I'm going to have to try.,"C'est loin d'être idéal... Mais, pas le choix : je dois essayer.",Das ist ... nicht ideal. Aber ich werde es versuchen müssen.,Non è certamente… ideale. Ma devo provare.,Isso... não é o ideal. Mas preciso tentar.,Eso... no es ideal. Pero tendré que intentarlo.,Это все... не идеально. Но мне все же придется попробовать.,"それは…困ったわね。
でも私はそこに行かないと。",确实不是……什么好办法，可是我不想去也得去。
DLG_BIOLOGIST2_0,So what is this area here?,"Alors, quelle est donc cette zone ?","Also, was ist dieses Gebiet hier?","Allora, cos'è questo posto?","Então, o que é esta área aqui?",¿Qué es esta zona?,Так что тут за местность?,"ねえ、ここは一体
どういうエリアなの？",所以这里是什么地方？
DLG_BIOLOGIST2_1,This was CliffTown; it was going to be a new base for EU researchers.,"C'était autrefois CliffTown, ce qui allait devenir une nouvelle base pour les chercheurs de l'UE.",Das war CliffTown; es sollte eine neue Basis für EU-Forscher werden.,Questa era CliffTown; sarebbe dovuta essere una nuova base per i ricercatori europei.,"Era CliffTown, ela seria uma nova base para os pesquisadores americanos.",Esto era CliffTown: iba a ser la nueva base para los investigadores europeos.,Раньше это был Клиффтаун. Он должен был стать новой исследовательской базой для ученых из ЕС.,"ここはクリフタウン。
ＥＵの調査員たちの新しい
基地になる予定だった場所。",这里以前叫克利夫敦，本来是准备给欧盟科研队伍用的新基地。
DLG_BIOLOGIST2_2,We didn't really get far before the drones attacked.,On n'avait pas avancé bien loin quand les drones ont commencé à attaquer.,"Wir sind nicht wirklich weit gekommen, bevor die Drohnen angegriffen haben.",Ma non avevamo fatto ancora molti progressi quando i droni attaccarono.,Não chegamos muito longe antes de os drones atacarem.,"No logramos avanzar mucho, debido a los ataques de los drones.","Мы далеко и продвинуться не успели, а потом на нас напали дроны.","ドローンの攻撃が来る前に
私たちは遠くに
逃げられなかったの。",谁知道没过多久，我们就遭到了无人机袭击。
DLG_BIOLOGIST2_3,I wish I could go back to Jonestown and be with Malka and Warren.,Si seulement je pouvais retourner à Jonestown avec Malka et Warren.,"Ich wünschte, ich könnte zurück nach Jonestown gehen und mit Malka und Warren zusammen sein.",Vorrei tanto poter tornare a Jonestown e stare con Malka e Warren.,Eu gostaria de voltar para Jonestown e ficar com Malka e Warren.,Me encantaría volver a Jonestown y estar con Malka y Warren.,Хотела бы я вернуться в Джонстаун к Малке и Уоррену.,"ジョーンズタウンに戻れて
マルカやウォーレンと
合流できたら…",我要是能回琼斯敦就好了，就可以见到玛勒卡和沃伦了。
DLG_BIOLOGIST2_4,I'm tired of being alone.,J'en peux plus d'être toute seule...,"Ich bin es leid, allein zu sein.",Sono stanca di stare da sola.,Cansei dessa solidão.,Me cansé de estar sola.,Я так устала от одиночества.,独りはもうイヤよ。,一个人待腻了。
DLG_BIOLOGIST2_5,"There is power in being independent, though.",Mais l'indépendance est aussi une force...,"Es hat aber auch etwas, unabhängig zu sein.","C'è del potere nell'indipendenza, sai?","Mas, há poder na independência.","Aun así, la independencia puede ser empoderante.",Хотя в умении быть независимой есть своя сила.,でも、あなたは独りでもやってのけている。,不过，独立会让人更加坚强。
DLG_BIOLOGIST2_6,Try to appreciate that.,Il faut savoir l'apprécier.,"Versuche, das zu schätzen.",Prova ad apprezzarlo.,Tente apreciar isso.,Intenta verlo así.,Научись это ценить.,それはすごいと思うわ。,要学会接受这种状态。
