Key,English,French,German,Italian,Portuguese,Spanish,Russian,Japanese,Chinese
APOCALYPSE_NODE_XL_DESCRIPTION,"Augment your powers and abilities by 6 points.
 
Apply within the skills menu.","Augmente de 6 points vos pouvoirs et compétences.
 
 S'applique aux compétences.","Erhöht deine Kräfte und Fähigkeiten um 6 Punkte.
 
 Im Fähigkeitenmenü anwenden.","Aumenta i tuoi poteri e le tue abilità di 6 punti.
 
Usala nel menu delle abilità.","Aumenta seus poderes e habilidades em 6 pontos.
  
Use no menu de habilidades.","Potencia tus poderes y habilidades en 6 puntos.
  
  Úsalo en el menú de habilidades.","Увеличивает вашу силу и способности на 6 единиц.

Выбирается из меню умений.","당신의 능력과 역량을 6포인트만큼 확장합니다.
 
스킬 메뉴에서 직접 배분하십시오.","令你的属性增强6点。

需要前往技能界面使用。"
APOCALYPSE_NODE_L_NAME,Apocalypse Flask (L),Fiole d'Apocalypse (L),Apokalypse-Flasche (L),Fiala dell'Apocalisse (L),Garrafa do Apocalipse (G),Frasco del Apocalipsis (L),Фляжка Апокалипсиса (L),아포칼립스 플라스크(L),天启溶液（大瓶）
APOCALYPSE_NODE_L_DESCRIPTION,"Augment your powers and abilities by 4 points.
 
Apply within the skills menu.","Augmente de 4 points vos pouvoirs et compétences.
 
 S'applique aux compétences.","Erhöht deine Kräfte und Fähigkeiten um 4 Punkte.
 
 Im Fähigkeitenmenü anwenden.","Aumenta i tuoi poteri e le tue abilità di 4 punti.
 
 
Usala nel menu delle abilità.","Aumenta seus poderes e habilidades em 4 pontos.
  
Use no menu de habilidades.","Potencia tus poderes y habilidades en 4 puntos.
  
  Úsalo en el menú de habilidades.","Увеличивает вашу силу и способности на 4 единицы.

Выбирается из меню умений.","당신의 능력과 역량을 4포인트만큼 확장합니다.
 
스킬 메뉴에서 직접 배분하십시오.","令你的属性增强4点。

需要前往技能界面使用。"
APOCALYPSE_NODE_M_NAME,Apocalypse Flask (Medium),Fiole d'Apocalypse (Moyen),Apokalypse-Flasche (M),Fiala dell'Apocalisse (M),Garrafa do Apocalipse (M),Frasco del Apocalipsis (M),Фляжка Апокалипсиса (M),아포칼립스 플라스크(중),天启溶液（中瓶）
APOCALYPSE_NODE_M_DESCRIPTION,"Augment your powers and abilities by 2 points.
 
Apply within the skills menu.","Augmente de 2 points vos pouvoirs et compétences.
 
 S'applique aux compétences.","Erhöht deine Kräfte und Fähigkeiten um 2 Punkte.
 
 Im Fähigkeitenmenü anwenden.","Aumenta i tuoi poteri e le tue abilità di 2 punti.
 
 
Usala nel menu delle abilità.","Aumenta seus poderes e habilidades em 2 pontos.
  
Use no menu de habilidades.","Potencia tus poderes y habilidades en 2 puntos.
  
  Úsalo en el menú de habilidades.","Увеличивает вашу силу и способности на 2 единицы.

Выбирается из меню умений.","당신의 능력과 역량을 2포인트만큼 확장합니다.
 
스킬 메뉴에서 직접 배분하십시오.","令你的属性增强2点。

需要前往技能界面使用。"
APOCALYPSE_NODE_S_NAME,Apocalypse Flask (Small),Fiole d'Apocalypse (S),Apokalypse-Flasche (S),Fiala dell'Apocalisse (S),Garrafa do Apocalipse (P),Frasco del Apocalipsis (S),Фляжка Апокалипсиса (S),아포칼립스 플라스크(소),天启溶液（小瓶）
APOCALYPSE_NODE_S_DESCRIPTION,"Augment your powers and abilities by 1 point.
 
 Apply within the skills menu.","Augmente d'1 point vos pouvoirs et compétences.
 
 S'applique aux compétences.","Erhöht deine Kräfte und Fähigkeiten um 1 Punkt.
 
 Im Fähigkeitenmenü anwenden.","Aumenta i tuoi poteri e le tue abilità di 1 punto.
 
 
Usala nel menu delle abilità.","Aumenta seus poderes e habilidades em 1 ponto.
  
Use no menu de habilidades.","Potencia tus poderes y habilidades en 1 punto.
  
  Úsalo en el menú de habilidades.","Увеличивает вашу силу и способности на 1 единицу.

Выбирается из меню умений.","당신의 능력과 역량을 1포인트만큼 확장합니다.
 
스킬 메뉴에서 직접 배분하십시오.","令你的属性增强1点。

需要前往技能界面使用。"
POWERMATRIX1_NAME,Power Matrix,Matrice de puissance,Energie-Matrix,Matrice energetica,Matriz de Energia,Matriz de poder,Силовая матрица,파워 매트릭스,能量矩阵
POWERMATRIX1_DESCRIPTION,Allows you to store and use healing energy from Power Cells dropped by enemies.,Vous permet d'emmagasiner et d'utiliser l'énergie régénératrice des Cellules d'énergie lâchées par les ennemis.,"Ermöglicht es dir, Heilenergie aus von Gegnern fallen gelassenen Energiezellen zu speichern und zu nutzen.",Ti permette di immagazzinare e utilizzare l'energia rigeneratrice delle Celle Energetiche perse dai nemici.,Permite que você armazene e use a energia de cura das Células de Energia deixadas por inimigos.,Te permite almacenar y usar la energía curativa de las baterías que dejan caer los enemigos.,"Дает возможность хранить лечащую энергию силовых клеток, выпадающих из противников.",적이 드롭하는 파워 셀에서 치유 에너지를 저장하고 사용할 수 있게 해줍니다.,有些敌人掉落能池，能量矩阵让你能够储存和使用这种能池之中的治疗能量。
POWERMATRIX2_NAME,Power Matrix,Matrice de puissance,Energie-Matrix,Matrice energetica,Matriz de Energia,Matriz de poder,Силовая матрица,파워 매트릭스,能量矩阵
POWERMATRIX2_DESCRIPTION,Allows you to store and use healing energy from Power Cells dropped by enemies.,Vous permet d'emmagasiner et d'utiliser l'énergie régénératrice des Cellules d'énergie lâchées par les ennemis.,"Ermöglicht es dir, Heilenergie aus von Gegnern fallen gelassenen Energiezellen zu speichern und zu nutzen.",Ti permette di immagazzinare e utilizzare l'energia rigeneratrice delle Celle Energetiche perse dai nemici.,Permite que você armazene e use a energia de cura das Células de Energia deixadas por inimigos.,Te permite almacenar y usar la energía curativa de las baterías que dejan caer los enemigos.,"Дает возможность хранить лечащую энергию силовых клеток, выпадающих из противников.",적이 드롭하는 파워 셀에서 치유 에너지를 저장하고 사용할 수 있게 해줍니다.,有些敌人掉落能池，能量矩阵让你能够储存和使用这种能池之中的治疗能量。
POWERMATRIX3_NAME,Power Matrix,Matrice de puissance,Energie-Matrix,Matrice energetica,Matriz de Energia,Matriz de poder,Силовая матрица,파워 매트릭스,能量矩阵
POWERMATRIX3_DESCRIPTION,Allows you to store and use healing energy from Power Cells dropped by enemies.,Vous permet d'emmagasiner et d'utiliser l'énergie régénératrice des Cellules d'énergie lâchées par les ennemis.,"Ermöglicht es dir, Heilenergie aus von Gegnern fallen gelassenen Energiezellen zu speichern und zu nutzen.",Ti permette di immagazzinare e utilizzare l'energia rigeneratrice delle Celle Energetiche perse dai nemici.,Permite que você armazene e use a energia de cura das Células de Energia deixadas por inimigos.,Te permite almacenar y usar la energía curativa de las baterías que dejan caer los enemigos.,"Дает возможность хранить лечащую энергию силовых клеток, выпадающих из противников.",적이 드롭하는 파워 셀에서 치유 에너지를 저장하고 사용할 수 있게 해줍니다.,有些敌人掉落能池，能量矩阵让你能够储存和使用这种能池之中的治疗能量。
POWERMATRIX4_NAME,Power Matrix,Matrice de puissance,Energie-Matrix,Matrice energetica,Matriz de Energia,Matriz de poder,Силовая матрица,파워 매트릭스,能量矩阵
POWERMATRIX4_DESCRIPTION,Allows you to store and use healing energy from Power Cells dropped by enemies.,Vous permet d'emmagasiner et d'utiliser l'énergie régénératrice des Cellules d'énergie lâchées par les ennemis.,"Ermöglicht es dir, Heilenergie aus von Gegnern fallen gelassenen Energiezellen zu speichern und zu nutzen.",Ti permette di immagazzinare e utilizzare l'energia rigeneratrice delle Celle Energetiche perse dai nemici.,Permite que você armazene e use a energia de cura das Células de Energia deixadas por inimigos.,Te permite almacenar y usar la energía curativa de las baterías que dejan caer los enemigos.,"Дает возможность хранить лечащую энергию силовых клеток, выпадающих из противников.",적이 드롭하는 파워 셀에서 치유 에너지를 저장하고 사용할 수 있게 해줍니다.,有些敌人掉落能池，能量矩阵让你能够储存和使用这种能池之中的治疗能量。
POWER_NODE_NAME,Power Node,Nodule de puissance,Energie-Knotenpunkt,Nodo energetico,Nódulo de Força,Nodo de poder,Узел мощности,파워 노드,威力之珠
POWER_NODE_DESCRIPTION,Permanently increases weapon and item damage.,Augmente définitivement les dégâts des armes et des objets.,Erhöht Waffen- und Gegenstands-Schaden dauerhaft.,Aumenta i danni di armi e oggetti in modo permanente.,Aumenta permanentemente o dano das armas e itens.,Aumenta el daño con armas y objetos de manera permanente.,Навсегда увеличивает урон от оружия и предметов.,무기와 아이템의 공격력을 영구히 증가시킵니다.,永久提升武器和物品的伤害。
POWER_NODE_FRAGMENT_NAME,Power Node Fragment,Fragment de Nodule de puissance,Energie-Knotenpunkt-Fragment,Frammento di nodo energetico,Fragmento de Nódulo de Força,Fragmento de nodo de poder,Фрагмент узла мощности,파워 노드 파편,威力之珠碎片
POWER_NODE_FRAGMENT_DESCRIPTION,Combine 6 to permanently increase your weapon and item damage.,Combinez-en 6 pour augmenter définitivement les dégâts des armes et des objets.,"Kombiniere 6 davon, um Waffen- und Gegenstands-Schaden dauerhaft zu erhöhen.",Combinane 6 per aumentare i danni di armi e oggetti in modo permanente.,Junte 6 para aumentar permanentemente o dano das armas e itens.,Combina 6 fragmentos para aumentar el daño que infliges con armas y objetos.,"Соберите 6 фрагментов, чтобы навсегда увеличить повреждения оружия и предметов.",6개를 모으면 무기와 아이템의 공격력을 영구히 증가시킵니다.,集齐6块即可永久提升一次武器和物品的伤害。
RANGE_NODE_NAME,Range Node,Nodule de portée,Reichweiten-Knotenpunkt,Nodo di portata,Módulo de alcance,Nodo de alcance,Узел дальности,사거리 노드,射程之珠
RANGE_NODE_DESCRIPTION,Permanently increases weapon range (where applicable).,Augmente définitivement la portée des armes (si applicable).,Erhöht die Waffenreichweite dauerhaft (in geeigneten Fällen).,Aumenta la portata delle armi (ove applicabile) in modo permanente.,Aumenta permanentemente o alcance da arma (quando aplicável).,Aumenta el alcance de las armas a distancia (si corresponde) de manera permanente.,Навсегда увеличивает дальность вашего оружия (когда применимо).,무기의 사거리를 영구히 증가시킵니다. (적용 가능한 무기에 한함),永久提升相应武器的射程。
HEALTH_NODE_NAME,Health Node,Nodule de vie,Gesundheits-Knotenpunkt,Nodo della salute,Módulo de saúde,Nodo de salud,Узел здоровья,체력 노드,生命之珠
HEALTH_NODE_DESCRIPTION,Increases max health by 1 bar.,Augmente les points de vie max de 50 points.,Erhöht die maximale Gesundheit um 50 Punkte.,Aumenta la salute massima di 50 punti.,Aumenta a saúde máxima em 50 pontos.,Aumenta la salud máxima 50 puntos.,Увеличивает максимальный запас здоровья на 50.,최대 체력을 1칸 증가시킵니다.,令生命上限提升50点。
HEALTH_NODE_FRAGMENT_NAME,Health Node Fragment,Fragment de Nodule de vie,Gesundheits-Knotenpunkt-Fragment,Frammento di nodo della salute,Fragmento de nódulo de saúde,Fragmento de nodo de salud,Фрагмент узла здоровья,체력 노드 파편,生命之珠碎片
HEALTH_NODE_FRAGMENT_DESCRIPTION,Combine 5 to permanently increase your health.,Combinez-en 5 pour augmenter définitivement les points de vie max.,"Kombiniere 5 davon, um Gesundheit permanent zu erhöhen.",Uniscine 5 per aumentare la salute in modo permanente.,Junte 5 para aumentar permanentemente sua saúde.,Combina 5 fragmentos para aumentar tu salud máxima.,"Соберите 5 фрагментов, чтобы навсегда увеличить максимальный запас здоровья.",5개를 모으면 최대 체력을 영구히 증가시킵니다.,集齐5块即可增加提升你的生命。
SELECT_LABEL,SELECT:,SÉLECTIONNER :,AUSWÄHLEN:,SELEZIONA:,SELECIONAR:,ELEGIR:,ВЫБРАТЬ:,선택:,选择：
SELECT_AND_ASSIGN_LABEL,SELECT AND ASSIGN ACTION BUTTON:,SÉLECTIONNER ET ASSIGNER UN BOUTON D'ACTION :,AKTIONSTASTE AUSWÄHLEN UND ZUWEISEN:,SELEZIONA E ASSEGNA UN PULSANTE AZIONE:,SELECIONE O BOTÃO PARA AÇÃO:,ELEGIR Y ASIGNAR BOTÓN DE ACCIÓN:,ВЫБРАТЬ И НАЗНАЧИТЬ КНОПКУ:,행동 버튼 선택 및 지정:,选择、分配行动按钮：
USE_LABEL,USE:,UTILISER :,BENUTZEN:,USA:,USAR:,USAR:,ИСПОЛЬЗОВАТЬ:,사용:,使用：
SWITCH_TARGETS_LABEL,SWITCH TARGETS:,CHANGER DE CIBLE :,ZIELE WECHSELN:,CAMBIA BERSAGLIO:,TROCAR ALVOS:,CAMBIAR DE OBJETIVO:,СМЕНИТЬ ЦЕЛИ:,대상 전환:,切换目标：
RETURN_TO_TRACE_LABEL,RETURN:,RETOUR :,ZURÜCK:,TORNA:,RETORNAR:,VOLVER:,ВЕРНУТЬСЯ:,돌아가기:,返回：
OR_LABEL,or,ou,oder,o,ou,o,или,또는,或
LOCK_POSITION_LABEL,LOCK POSITION:,VERROUILLER POSITION :,POSITION HALTEN:,POSIZIONE DI BLOCCO:,TRAVAR MIRA:,FIJAR POSICIÓN:,ЗАКРЕПИТЬ ПОЗИЦИЮ:,위치 고정:,锁定位置：
OEMOPENBRACKETS,[,[,[,[,[,[,[,[,[
OEMCLOSEBRACKETS,],],],],],],],],]
DOUBLETAPD,D D,D D,D D,D D,D D,D D,D D,D D,D D
ENTER,ENTER,ENTRÉE,EINGABE,INSERISCI,ENTRAR,ENTRAR,ВВОД,ENTER,回车（ENTER）
OEMPIPE,\,\,\,\,\,\,\,\,\
OEMQUOTES,',,,,,,,',
COPPERDAGGER_NAME,Royal Dagger,Dague royale,Königsdolch,Daga reale,Adaga Régia,Daga real,Царский кинжал,왕실 단검,皇家匕首
COPPERDAGGER_DESCRIPTION,Made of arsenical copper and lapis lazuli.,Faite de cuivre à l'arsénique et de lapis-lazuli.,Hergestellt aus arsenhaltigem Kupfer und Lapislazuli.,Realizzata con rame arsenicale e lapislazzuli.,Feita de cobre arsênico e lápis-lazuli.,Una cuchilla de cobre arsénical y lapislázuli.,Сделан из мышьяковистой меди и ляпис-лазури.,비소동과 청라석으로 제작되었습니다.,材质为砷铜与紫金石。
ARMRAH_NAME,Rah,Rah,Rah,Rah,Rah,Rah,Ра,라,拉
ARMRAH_DESCRIPTION,Allows you to charge up melee weapon attacks (hold down the attack button).,Permet de charger des attaques d'armes de mêlée (maintenez enfoncé le bouton d'attaque).,"Ermöglicht es dir, Nahkampfwaffenangriffe aufzuladen (halte die Angriffstaste gedrückt).",Ti permette di caricare attacchi con armi da mischia (tenendo premuto il tasto di attacco).,Permite carregar ataques com armas corpo a corpo (segure o botão de ataque).,Te permite cargar los ataques con las armas cuerpo a cuerpo (mantén pulsado el botón).,Позволяет усиливать атаки оружием ближнего боя (удерживайте кнопку атаки).,근접 무기 공격을 모으기할 수 있게 해줍니다. (공격 버튼을 길게 누름),你的近战武器能够蓄力攻击（按住攻击按钮）。
CARNELIANRING_NAME,Carnelian Ring,Bague de cornaline,Karneol-Ring,Anello con corniola,Anel de Cornalina,Anillo de cornalina,Сердоликовое кольцо,카넬리언 반지,红玉髓戒指
CARNELIANRING_DESCRIPTION,Charge attacks cause the Bronze Axe to fire a projectile.,La Hache de bronze lance un projectile avec les attaques chargées.,"Aufladungsangriffe bewirken, dass die Bronzeaxt ein Projektil abfeuert.","Con gli attacchi caricati, l'ascia di bronzo spara un proiettile.",Ataques carregados com o Machado de Bronze lançam projéteis.,Cargar un ataque con el Hacha de bronce disparará un proyectil.,Усиленные атаки заставляют Бронзовую секиру выстреливать снарядом.,청동 도끼로 모으기 공격 시 투사체를 발사합니다.,蓄力攻击会令青铜斧发出斧气。
ROYALRING_NAME,Royal Ring,Anneau royal,Königsring,Anello reale,Anel Régio,Anillo real,Царское кольцо,왕실 반지,皇家戒指
ROYALRING_DESCRIPTION,Royal Dagger fires projectiles when you are at full health.,La Dague royale lance des projectiles lorsque vous avez tous vos points de vie.,"Der Königsdolch feuert Projektile ab, wenn du über volle Gesundheit verfügst.",La daga reale spara un proiettile quando hai tutti i punti vita.,A Adaga Régia lança projéteis quando sua vida estiver cheia.,La Daga real lanza proyectiles cuando tu vida está completa.,"Царский кинжал стреляет снарядами, когда вы полностью здоровы.",체력이 최고치일 때 왕실 단검에서 투사체를 발사합니다.,你生命全满的时候，皇家匕首会发出锐气。
ROYALBRACELET_NAME,Ensi's Bracelet,Bracelet d'Ensi,Ensis Armreif,Braccialetto di Ensi,Bracelete de Ensi,Brazalete de Ensi,Браслет Энси,엔시의 팔찌,恩西的手环
ROYALBRACELET_DESCRIPTION,Press down and attack with the Double Axe to perform a downward slam.,Maintenez vers le bas et attaquez avec la Double hache pour faire un balayage plongeant.,"Drücke nach unten und greife mit der Doppelaxt an, um einen Abwärtsschlag auszuführen.",Premi il tasto giù e quello d'attacco con l'ascia bipenne per effettuare una schienata verso il basso.,Pressione Baixo + Ataque com o Machado Duplo para executar um golpe descendente.,"Atrona el suelo con el Hacha doble, con la combinación de botones abajo y ataque.","Нажмите и атакуйте Двойной секирой, чтобы нанести рассекающий удар.",아래 방향키를 누르며 이중날 도끼로 공격하면 하방 내려치기를 시전합니다.,按下同时使用双面斧攻击，会发动一次向下劈砍。
EYERING_NAME,Eye Ring,Bague de vision,Augenring,Anello della vista,Anel da Visão,Anillo ocular,Кольцо-глаз,눈의 반지,眼戒
EYERING_DESCRIPTION,Allows you to see in the dark without the use of a flashlight.,Permet de voir dans l'obscurité sans utiliser de lampe torche.,"Ermöglicht es dir, im Dunkeln zu sehen, ohne eine Taschenlampe benutzen zu müssen.",Ti permette di vedere al buio senza usare una torcia elettrica.,Permite enxergar no escuro sem uma lanterna.,Te permite ver en la oscuridad sin la necesidad de una linterna.,Позволяет видеть в темноте без использования фонарика.,플래시라이트 없이도 어둠 속을 밝게 볼 수 있게 해줍니다.,让你能够直接看到暗处的景象，无需使用手电筒。
COMPASSGEM_NAME,Diviner's Gem,Gemme divinatoire,Edelstein des Wahrsagers,Gemma divinatoria,Gema da Adivinhação,Gema de la Adivinación,Камень предсказателя,점술가의 보석,卜士宝石
COMPASSGEM_DESCRIPTION,Chalcedony gemstone that fits perfectly within the compass.,Fragment de calcédoine qui s'encastre parfaitement dans la boussole.,"Chalcedon-Edelstein, der perfekt in den Kompass passt.",Una gemma di calcedonio che si adatta perfettamente alla bussola.,Uma gema de calcedônia que se encaixa perfeitamente na bússola.,Una calcedonia que calza a la perfección en la brújula.,"Драгоценный камень халцедон, который идеально встраивается в компас.",나침반에 꼭 들어맞는 옥수 원석입니다.,这颗玉髓宝石刚好能够嵌入罗盘，严丝合缝，分毫不差。
ARMUSANRAH_NAME,Usan Rah,Usan Rah,Usan Rah,Usan Rah,Usan Rah,Usan Rah,Усан Рах,우산 라,乌桑拉
ARMUSANRAH_DESCRIPTION,Allows you to charge up drone attacks (hold down the attack button).,Vous permet de charger les attaques du drone (maintenir le bouton d'attaque).,"Ermöglicht es dir, Drohnenangriffe aufzuladen (halte die Angriffstaste gedrückt).",Ti permette di caricare gli attacchi del drone (tenendo premuto il tasto d'attacco).,Permite carregar os ataques do seu drone (segure o botão de ataque).,Te permite cargar los ataques de tu dron (mantén oprimido el botón de ataque).,Позволяет заряжать атаки дрона (удерживайте кнопку атаки).,드론 공격을 모으기할 수 있게 해줍니다. (공격 버튼을 길게 누름),你的无人机可以蓄力攻击（长按攻击按钮）。
HALUSAN_NAME,Halusan,Halusan,Halusan,Halusan,Halusan,Halusan,Халусан,할루산,哈鲁桑
HALUSAN_DESCRIPTION,Charge attacks cause your drone to fire a rolling projectile.,Les attaques chargées permettent à votre drone de tirer un projectile roulant.,"Aufladungsangriffe bewirken, dass deine Drohne ein rollendes Projektil abfeuert.",Gli attacchi caricati permettono al tuo drone di sparare un proiettile rotante.,Carregar ataques faz seu drone disparar um projétil rolante.,Los ataques cargados hacen que tu dron dispare un proyectil que rueda.,Заряженные атаки позволяют дрону стрелять вращающимся зарядом.,모으기 공격 시 드론이 회전 투사체를 사출합니다.,蓄力攻击会令你的无人机发出滚动的投射物。
ARMTILHARDRONE_NAME,Tilhar,Tilhar,Tilhar,Tilhar,Tilhar,Tilhar,Тилхар,틸하르,提尔哈
ARMTILHARDRONE_DESCRIPTION,Disperse into a cloud of nanites.,Se disperse dans un nuage de nanorobots.,Löst sich in eine Wolke aus Naniten auf.,Si disperde in una nube di naniti.,Permite que você se disperse em uma nuvem de nanites.,Te dispersas en una nube de nanobots.,Позволяет распыляться в облако нанитов.,몸을 흩트려 나나이트 구름 형태로 변합니다.,可以变成云团状态的纳米机器人集群。
