EQUIPMENT_TITLE,Equipment,Équipement,Ausrüstung,Equipaggiamento,Equipamento,Equipo,Снаряжение,Equipment,装备
EQUIPPED_TITLE,Equipped,Équipé,Ausgerüstet,Equipaggiato,Equipado,Equipado,Снаряжено,Equipped,现已装备
WEAPONS_TITLE,Weapons,Armes,Waffen,Armi,Armas,Armas,Оружие,Weapons,武器
TOOLS_TITLE,ITEMS,OBJETS,GEGENSTÄNDE,OGGETTI,ITENS,OBJETOS,ПРЕДМЕТЫ,ITEMS,物品
UPGRADES_TITLE,Upgrades,Améliorations,Upgrades,Potenziamenti,Aprimoramentos,Mejoras,Улучшения,Upgrades,新的能力
POWERUPS_TITLE,Powerups,Powerups,Powerups,Power-up,,Potencias,Прокачка,Powerups,属性强化
EQUIP_LABEL,Equip,Équiper,Ausrüsten,Equipaggia,Equipar,Equipar,Снарядить,Equip,装备
INSTRUCTIONS_LABEL,Instructions,Instructions,Anleitung,Istruzioni,Instruções,Instrucciones,Инструкции,Instructions,说明
ASSIGN_ACTION,Select The Button To Equip To,Sélectionnez un bouton à équiper,Wähle die Taste zum Ausrüsten,Seleziona il tasto per equipaggiare,Escolha um botão para equipar,Elegir a qué botón equipar,Выбрать кнопку для назначения,Select The Button To Equip To,选择需要分配的按键
WEAPON_QUICK_SELECT_HINT,Assigned to Quick Select,Assigné à Sélection Rapide,Schnell-Auswahl zuweisen,Assegnato a Selezione Rapida,Designado para seleção rápida,Asignado a Selección rápida,Назначено на Быстрый выбор,Assigned to Quick Select,现已分配给快捷选择1
WEAPON_QUICK_SELECT_2_HINT,Assigned to Quick Select 2,Assigné à Sélection Rapide 2,Schnell-Auswahl 2 zuweisen,Assegnato a Selezione Rapida 2,Designado para seleção rápida 2,Asignado a Selección rápida 2,Назначено на Быстрый выбор 2,Assigned to Quick Select 2,现已分配给快捷选择2
WEAPON_QUICK_SELECT_ASSIGN_HINT,Open Weapon Select First.,Ouvrez d'abord la sélection d'arme.,Öffne zuerst die Waffenauswahl,Apri prima Selezione Armi,Abra a seleção de armas primeiro.,Abrir selección de arma primero.,Сначала откройте Выбор оружия.,Open Weapon Select First.,首先打开武器选择界面。
SKILLS_TITLE,SKILLS,COMPÉTENCES,FÄHIGKEITEN,ABILITÀ,HABILIDADES,HABILIDADES,УМЕНИЯ,SKILLS,技能
SKILLS_PURCHASE,Purchase this skill?,Acheter cette compétence ?,Diese Fähigkeit kaufen?,Vuoi acquistare questa abilità?,Adquirir esta habilidade?,¿Desbloquear habilidad?,Приобрести умение?,Purchase this skill?,购买这项技能？
MAP_OVERVIEW,Overview,Panoramique,Übersicht,Panoramica,Visão geral,Vista general,Общие сведения,Overview,概况
MAP_LEFT_LABEL,Previous Map,Carte précédente,Vorherige Karte,Mappa precedente,Mapa anterior,Mapa anterior,Предыдущая карта,Previous Map,前一地图
MAP_RIGHT_LABEL,Next Map,Carte suivante,Nächste Karte,Mappa successiva,Próximo mapa,Mapa siguiente,Следующая карта,Next Map,后一地图
MAP_SET_REMINDER,Set Reminder,Établir rappel,Erinnerung setzen,Imposta promemoria,Definir Lembrete,Fijar recordatorio,Напоминание,Set Reminder,设置备忘标记
MAP_CLEAR_REMINDER,Clear Current Reminder?,Efface le rappel actuel ?,Aktuelle Erinnerung löschen?,Cancellare promemoria attuale?,Remover lembrete atual?,¿Borrar recordatorio actual?,Очистить текущее напоминание?,Clear Current Reminder?,清除当前备忘标记？
MAP_ZOOM,Zoom,Zoom,Zoomen,Zoom,Aproximar,Zoom,Приближение,Zoom,缩放
MAP_FAST_TRAVEL,Fast Travel,Voyage rapide,Schnellreise,Spostamento Veloce,Viagem Rápida,Viaje rápido,Быстрое перемещение,Fast Travel,快速移动
GAME_PAUSED,GAME PAUSED,PARTIE EN PAUSE,SPIEL PAUSIERT,PARTITA IN PAUSA,JOGO PAUSADO,JUEGO EN PAUSA,ПАУЗА,GAME PAUSED,游戏暂停
GO_TO_MAP,Map,Carte,Karte,Mappa,Mapa,Mapa,Карта,Map,地图
GO_TO_INVENTORY,Inventory,Inventaire,Inventar,Inventario,Inventário,Inventario,Инвентарь,Inventory,物品栏
GO_TO_OPTIONS,Options,Options,Optionen,Opzioni,Opções,Opciones,Настройки,Options,游戏选项
GO_TO_SKILLS,Skills,Compétences,Fähigkeiten,Abilità,Habilidades,Habilidades,Умения,Skills,技能
GO_TO_CONTROLLER_CONFIG,Gamepad Config,Config. manette,Gamepad-Einst.,Configurazione gamepad,Configuração do controle,Configuración de control,Настройки контроллера,Gamepad Config,手柄键位设置
GO_TO_KEYBOARD_CONFIG,Keyboard Config,Config. clavier,Tastatur-Einst.,Configurazione tastiera,Configuração do teclado,Configuración de teclado,Настройки клавиатуры,Keyboard Config,键盘键位设置
BACK_TO_GAME,Resume Play,Reprendre la partie,Spiel fortsetzen,Riprendi partita,Continuar jogando,Seguir jugando,Вернуться в игру,Resume Play,继续游戏
BACK_TO_TITLE,Back to Title,Retour à l'écran titre,Zurück zum Titel,Torna al menu principale,Voltar para a tela inicial,Volver al título,Вернуться в меню,Back to Title,返回主菜单
EXIT_GAME,Exit Game,Quitter le jeu,Spiel beenden,Esci dal gioco,Sair do jogo,Salir del juego,Выйти из игры,Exit Game,退出游戏
EXIT_SAVE,Would you like to save your current progress?,Souhaitez-vous sauvegarder votre progression actuelle ?,Willst du deinen Spielfortschritt speichern?,Vuoi salvare i tuoi progressi correnti?,Gostaria de salvar seu progresso atual?,¿Quieres guardar tu progreso actual?,Хотите сохранить ваш текущий прогресс?,Would you like to save your current progress?,希望保存当前进度？
SKIP_CUTSCENE,Skip this cutscene?,Passer la cinématique ?,Diese Zwischensequenz überspringen?,Vuoi saltare questo filmato?,Pular esta cena?,¿Saltar esta cinemática?,Пропустить этот ролик?,Skip this cutscene?,跳过这段过场动画？
NAME_INSIDE,Interior,Intérieur,Innenraum,Interno,Interior,Interior,Внутри,Interior,室内
NAME_OUTSIDE,Overworld,Extérieur,Oberwelt,Oltremondo,,Exterior,Верхний мир,Overworld,室外
NAME_BREACH,Breach,Brèche,Bruch,Breccia,Ruptura,Brecha,Разлом,Breach,隙界
NAME_EMERGENCE,The Emergence,L'Émergence,Die Emergenz,Emergenza,A Emergência,La Emergencia,Явление,The Emergence,显现
NAME_FILTER,The Filter,Le filtre,Der Filter,Il Filtro,O Filtro,El Filtro,Фильтр,The Filter,滤界
NAME_ANTARCTICA,Antarctica,Antarctique,Antarktis,Antartide,Antártida,La Antártida,Антарктида,Antarctica,南极
NAME_POSTARCTICA,The Glacier,Le glacier,Der Gletscher,Il Ghiacciaio,A Geleira,El Glaciar,Ледник,The Glacier,冰川
NAME_POSTARCTICABREACH,The Glacier (Breach),Le glacier (Brèche),Der Gletscher (Bruch),Il Ghiacciaio (Breccia),A Geleira (Ruptura),El Glaciar (Brecha),Ледник (Разлом),The Glacier (Breach),冰川（隙界）
NAME_TAIGA,Mount Ebih,Mont Ebih,Berg Ebih,Monte Ebih,Monte Ebih,Monte Ebih,Гора Эбих,Mount Ebih,埃比赫山
NAME_TAIGABREACH,Mount Ebih (Breach),Mont Ebih (Brèche),Berg Ebih (Bruch),Monte Ebih (Breccia),Monte Ebih (Ruptura),Monte Ebih (Brecha),Гора Эбих (Разлом),Mount Ebih (Breach),埃比赫山（隙界）
NAME_GLACIALLAKE,Lake Amagi,Lac Amagi,Amagi-See,Lago Amagi,Lago Amagi,Lago Amagi,Озеро Амаги,Lake Amagi,阿玛吉湖
NAME_GLACIALLAKEBREACH,Lake Amagi (Breach),Lac Amagi (Brèche),Amagi-See (Bruch),Lago Amagi (Breccia),Lago Amagi (Ruptura),Lago Amagi (Brecha),Озеро Амаги (Разлом),Lake Amagi (Breach),阿玛吉湖（隙界）
NAME_HIGHDESERT,Giguna Steppes,Steppes de Giguna,Giguna-Steppe,Steppe di Giguna,Estepe Giguna,Estepas de Giguna,Степи Гигуна,Giguna Steppes,吉古纳草原
NAME_HIGHDESERTBREACH,Giguna Steppes (Breach),Steppes de Giguna (Brèche),Giguna-Steppe (Bruch),Steppe di Giguna (Breccia),Estepe Giguna (Ruptura),Estepas de Giguna (Brecha),Степи Гигуна (Разлом),Giguna Steppes (Breach),吉古纳草原（隙界）
NAME_OASIS,Uhrum Valley,Vallée d'Uhrum,Uhrum-Tal,Valle di Uhrum,Vale Uhrum,Valle Uhrum,Долина Ухрума,Uhrum Valley,厄鲁姆谷
NAME_OASISBREACH,Uhrum Valley (Breach),Vallée d'Uhrum (Brèche),Uhrum-Tal (Bruch),Valle di Uhrum (Breccia),Vale Uhrum (Ruptura),Valle Uhrum (Brecha),Долина Ухрума (Разлом),Uhrum Valley (Breach),厄鲁姆谷（隙界）
NAME_BEACH,Irikar,Irikar,Irikar,Irikar,Irikar,Irikar,Ирикар,Irikar,伊利卡尔
NAME_BEACHBREACH,Irikar (Breach),Irikar (Brèche),Irikar (Bruch),Irikar (Breccia),Irikar (Ruptura),Irikar (Brecha),Ирикар (Разлом),Irikar (Breach),伊利卡尔（隙界）
NAME_CAVERNS,Anunna Gorge,Gorge d'Anunna,Die Brücke,Gola di Anunna,Desfiladeiro Anunna,La Garganta de Anunna,Ущелье Аннунаки,Anunna Gorge,阿奴恩纳峡谷
NAME_CAVERNSBREACH,Anunna Gorge (Breach),Gorge d'Anunna (Brèche),Die Brücke (Bruch),Gola di Anunna (Breccia),Desfiladeiro Anunna (Ruptura),La Garganta de Anunna (Brecha),Ущелье Аннунаки (Разлом),Anunna Gorge (Breach),阿奴恩纳峡谷（隙界）
NAME_BUNKER,House of Anunna,Maison d'Anunna,Haus von Anunna,Casa di Anunna,Casa de Anunna,Casa de Anunna,Дом Аннунаки,House of Anunna,阿奴恩纳之府
NAME_BUNKERBREACH,House of Anunna (Breach),Maison d'Anunna (Brèche),Haus von Anunna (Bruch),Casa di Anunna (Breccia),Casa de Anunna (Ruptura),Casa de Anunna (Brecha),Дом Аннунаки (Разлом),House of Anunna (Breach),阿奴恩纳之府（隙界）
NAME_AREA1,ERIBU,ERIBU,ERIBU,ERIBU,ERIBU,ERIBU,ЭРИБУ,ERIBU,埃厄里布
NAME_AREA2,ABSU,ABSU,ABSU,ABSU,ABSU,ABSU,АБСУ,ABSU,阿布苏
NAME_AREA3,ZI,ZI,ZI,ZI,ZI,ZI,ЗИ,ZI,齐
NAME_AREA4,KUR,KUR,KUR,KUR,KUR,KUR,КУР,KUR,库尔
NAME_AREA5,INDI,INDI,INDI,INDI,INDI,INDI,ИНДИ,INDI,因狄
NAME_AREA6,UKKIN-NA,UKKIN-NA,UKKIN-NA,UKKIN-NA,UKKIN-NA,UKKIN-NA,УККИН-НА,UKKIN-NA,乌今纳
NAME_AREA7,EDIN,EDIN,EDIN,EDIN,EDIN,EDIN,ЭДИН,EDIN,埃丁
NAME_AREA8,E-KUR-MAH,E-KUR-MAH,E-KUR-MAH,E-KUR-MAH,E-KUR-MAH,E-KUR-MAH,Э-КУР-МАХ,E-KUR-MAH,埃库勒马赫
NAME_AREA9,MAR-URU,MAR-URU,MAR-URU,MAR-URU,MAR-URU,MAR-URU,МАР-УРУ,MAR-URU,马勒乌卢
FINAL_SCORE,FINAL STATS,STATS FINALES,FINALE STATS,STATISTICHE FINALI,ESTATÍSTICAS FINAIS,ESTADÍSTICAS FINALES,КОНЕЧНАЯ СТАТИСТИКА,FINAL STATS,最终数据
FINAL_TIME,Total Time:,Temps total :,Gesamte Zeit:,Tempo totale:,Tempo total:,Tiempo total:,Общее время:,Total Time:,用时总计：
FINAL_ITEM_PERCENT,Items:,Objets :,Gegenstände:,Oggetti:,Itens:,Objetos:,Предметы:,Items:,物品：
FINAL_SCREEN_COUNT,Map:,Carte :,Karten:,Mappa:,Mapa:,Mapa:,Карта:,Map:,地图：
FINAL_DEATH_COUNT,Death Count:,Nombre de morts :,Anzahl Tode:,Contatore morti:,Mortes:,Muertes:,Смерти:,Death Count:,死亡次数：
FINAL_DIFFICULTY,Difficulty:,Difficulté :,Schwierigkeit:,Difficoltà:,Dificuldade:,Dificultad:,Сложность:,Difficulty:,难度：
FINAL_CHEATS,Cheats:,Triches :,Cheats:,Trucchi:,Trapaças:,Trucos:,Читы:,Cheats:,作弊次数：
NAME_SECURITYWORM,Xedur,Xedur,Xedur,Xedur,Xedur,Xedur,Зидур,Xedur,谢杜勒
NAME_SECURITYWORMADVANCED,Xedur Hul,Xedur Hul,Xedur Hul,Xedur Hul,Xedur Hul,Xedur Hul,Зидур Хул,Xedur Hul,谢杜勒胡尔
NAME_SOLDIERBOSS,Telal,Telal,Telal,Telal,Telal,Telal,Телал,Telal,忒拉尔
NAME_SLUGBOSS,Uruku,Uruku,Uruku,Uruku,Uruku,Uruku,Уруку,Uruku,乌厄鲁库
NAME_SCORPIONBOSS,Gir-Tab,Gir-Tab,Gir-Tab,Gir-Tab,Gir-Tab,Gir-Tab,Гир-Таб,Gir-Tab,基勒塔布
NAME_MANTABOSS,Vision,Vision,Vision,Visione,Visão,Visión,Видение,Vision,幻想
NAME_DEFORMEDTRACE,Clone,Clone,Clone,Clone,Clone,Clon,Клон,Clone,克隆
NAME_SPITBUGBOSS,Ukhu,Ukhu,Ukhu,Ukhu,Ukhu,Ukhu,Уку,Ukhu,乌库
NAME_SENTINEL,Sentinel,Sentinelle,Sentinel,Sentinella,Sentinela,Centinela,Страж,Sentinel,卫兵
NAME_ATHETOS,Athetos,Athetos,Athetos,Athetos,Athetos,Athetos,Атетос,Athetos,阿塞托斯
VIDEO_TITLE,VIDEO OPTIONS,OPTIONS VIDÉO,GRAFIKOPTIONEN,OPZIONI VIDEO,OPÇÕES DE VÍDEO,OPCIONES DE VIDEO,НАСТРОЙКИ ВИДЕО,VIDEO OPTIONS,画面选项
VIDEO_WINDOWED_OR_FULLSCREEN,DISPLAY MODE,AFFICHAGE,ANZEIGEMODUS,MODALITÀ SCHERMO,MODO DE EXIBIÇÃO,MODO DE PANTALLA,РЕЖИМ ЭКРАНА,DISPLAY MODE,显示模式
VIDEO_WINDOWED,Windowed,Fenêtré,Fenster,In finestra,Em janela,Modo ventana,Оконный,Windowed,窗口化
VIDEO_FULLSCREEN,Fullscreen (Alt + Enter),Plein écran (Alt + Entrée),Vollbild (Alt + Eingabe),Schermo intero (Alt + Invio),Tela cheia (Alt + Enter),Pantalla completa (Alt + Enter),Полнноэкранный (Alt + Enter),Fullscreen (Alt + Enter),全屏（Alt+Enter）
VIDEO_WINDOW_SCALE,Window Scale,Échelle fenêtre,Fenster-Vergrößerung,Scala finestra,Tamanho da janela,Escala de ventana,Размер окна,Window Scale,窗口缩放
VIDEO_1X,1X,1X,1X,1X,1X,X1,1X,1X,1倍
VIDEO_2X,2X,2X,2X,2X,2X,X2,2X,2X,2倍
VIDEO_3X,3X,3X,3X,3X,3X,X3,3X,3X,3倍
VIDEO_4X,4X,4X,4X,4X,4X,X4,4X,4X,4倍
VIDEO_5X,5X,5X,5X,5X,5X,X5,5X,5X,5倍
VIDEO_SCREEN_SCALE,SCREEN SCALING (When Docked),Échelle de l'écran (quand branché),BILDSCHIRMSKALIERUNG (wenn angedockt),Scala dello schermo (in modalità docked),ESCALA DE TELA (na base),ESCALA DE PANTALLA (en la base),МАСШТАБИРОВАНИЕ (в настольном режиме),SCREEN SCALING (When Docked),画面缩放（底座模式）
VIDEO_SCREEN_FILL,Fill (Stretch),Remplir (étirer),Füllen (Strecken),Piena (stretchata),Preencher (Esticar),Rellenar (estirar),Заполнить (Растянуть),Fill (Stretch),填充（拉伸）
VIDEO_SCREEN_EXACT,Exact (Black borders),Exact (bordures noires),Exakt (Schwarze Ränder),Esatta (bordi neri),Exata (Bordas pretas),Exacto (bordes negros),Оригинал (Черные рамки),Exact (Black borders),居中（黑边）
VSYNC_TITLE,VSYNC,VSYNC,VSYNC,SINCRONIA VERTICALE,SINCRONIZAÇÃO VERTICAL,SINCRONIZACIÓN VERTICAL,ВЕРТ. СИНХРОНИЗАЦИЯ,VSYNC,垂直同步
GRAPHICS_DETAIL_TITLE,GRAPHICS DETAIL,DÉTAILS GRAPHIQUES,GRAFIKDETAILS,DETTAGLIO GRAFICO,DETALHES GRÁFICOS,DETALLES GRÁFICOS,НАСТРОЙКИ ГРАФИКИ,GRAPHICS DETAIL,图像细节
AUDIO_TITLE,AUDIO OPTIONS,OPTIONS AUDIO,AUDIO-OPTIONEN,OPZIONI AUDIO,OPÇÕES DE ÁUDIO,OPCIONES DE AUDIO,НАСТРОЙКИ АУДИО,AUDIO OPTIONS,声音选项
AUDIO_SFX,SOUND EFFECT VOLUME,VOLUME DES EFFETS,SFX-LAUTSTÄRKE,VOLUME EFFETTI,VOLUME DOS EFEITOS SONOROS,VOLUMEN DE EFECTOS,ГРОМКОСТЬ ЭФФЕКТОВ,SOUND EFFECT VOLUME,声效音量
AUDIO_MUSIC,MUSIC VOLUME,VOLUME DE LA MUSIQUE,MUSIK-LAUTSTÄRKE,VOLUME MUSICA,VOLUME DA MÚSICA,VOLUMEN DE MÚSICA,ГРОМКОСТЬ МУЗЫКИ,MUSIC VOLUME,音乐音量
PROMPT_SAVE,Save,Sauvegarder,Speichern,Salva,Salvar,Guardar,Сохранить,Save,保存
PROMPT_TAKE,Take,Prendre,Nehmen,Prendi,Pegar,Tomar,Взять,Take,捡起
PROMPT_ENTER,Enter,Entrer,Betreten,Entra,Entrar,Entrar,Войти,Enter,进入
PROMPT_EXIT,Exit,Sortir,Verlassen,Esci,Sair,Salir,Выйти,Exit,离开
PROMPT_TURN_ON,Turn On,Allumer,Einschalten,Accendi,Ligar,Encender,Включить,Turn On,启动
PROMPT_TURN_OFF,Turn Off,Éteindre,Ausschalten,Spegni,Desligar,Apagar,Выключить,Turn Off,关闭
PROMPT_FLASHLIGHT,Flashlight,Lampe torche,Taschenlampe,Torcia,Lanterna,Linterna,Фонарик,Flashlight,手电筒
ACCESSIBILITY_TITLE,Accessibility,Accessibilité,Barrierefreiheit,Accessibilità,Acessibilidade,Accesibilidad,Доступность,Accessibility,辅助功能
ENEMY_DAMAGE_MULTIPLIER_TITLE,Enemy Damage Multiplier,Multiplicateur des dégâts ennemis,Feindes-Schadensmultiplikator,Moltiplicatore danno nemico,Multiplicador de dano dos inimigos,Multiplicador de daño enemigo,Коэффициент урона врагов,Enemy Damage Multiplier,敌方伤害乘数
ENEMY_DAMAGE_MULTIPLIER_DESC,Multiplies the amount of damage enemies do to you.,Multiplie les dégâts que les ennemis vous infligent.,"Vervielfacht den Schaden, den Gegner dir zufügen.",Moltiplica la quantità di danno che i nemici ti infliggono.,Multiplica o dano que os inimigos causam a você.,Multiplica el daño que te infligen los enemigos.,"Регулирует количество урона, наносимого вам врагами.",Multiplies the amount of damage enemies do to you.,敌方实际对你造成的伤害等于敌人本身的伤害能力乘以这个数字。
PLAYER_DAMAGE_MULTIPLIER_TITLE,Player Damage Multiplier,Multiplicateur des dégâts joueur,Spieler-Schadensmultiplikator,Moltiplicatore danno giocatore,Multiplicador de dano do jogador,Multiplicador de daño propio,Коэффициент урона игрока,Player Damage Multiplier,玩家伤害乘数
PLAYER_DAMAGE_MULTIPLIER_DESC,Multiplies the amount of damage you do to enemies.,Multiplie les dégâts que vous infligez aux ennemis.,"Vervielfacht den Schaden, den du deinen Gegnern zufügst.",Moltiplica la quantità di danno che infliggi al nemico.,Multiplica o dano que você causa aos inimigos.,Multiplica el daño que infliges a los enemigos.,"Регулирует количество урона, наносимого вами врагам.",Multiplies the amount of damage you do to enemies.,你实际对敌方造成的伤害等于你本身的伤害能力乘以这个数字。
GAME_SPEED_MULTIPLIER_TITLE,Game Speed Multiplier,Multiplicateur de vitesse de jeu,Spielgeschwindigkeitsmultiplikator,Moltiplicatore velocità di gioco,Multiplicador da velocidade do jogo,Multiplicador de velocidad,Коэффициент скорости игры,Game Speed Multiplier,游戏速度乘数
GAME_SPEED_MULTIPLIER_DESC,Multiplies speed for the full game.,Multiplie la vitesse du jeu entier.,Vervielfacht die Geschwindigkeit für das gesamte Spiel.,Moltiplica la velocità del gioco completo.,Multiplica a velocidade de todo o jogo.,Multiplica la velocidad del juego.,Регулирует скорость всей игры.,Multiplies speed for the full game.,游戏全程速度相应加快或减缓。
FLICKER_REDUCTION_TITLE,Flicker / Strobe Reduction,Clignotement/Réduction stroboscopique,FLACKERN/STROBOSKOP REDUZIEREN,RIDUZIONE SFARFALLIO/IMPULSI,REDUÇÃO DE CINTILAÇÃO / ESTROBOSCÓPICA,Reducción de parpadeo,Уменьшение мерцания / ряби,Flicker / Strobe Reduction,闪光效果减弱
FLICKER_REDUCTION_DESC,Attempts to reduce flashing patterns displayed in game.,Tente de réduire les motifs clignotants affichés dans le jeu.,"Versucht, die im Spiel angezeigten Blinksignale zu reduzieren.",Prova a ridurre la quantità di luci lampeggianti mostrate nel gioco.,Tenta reduzir os padrões brilhantes exibidos no jogo.,Intenta reducir los patrones luminosos del juego.,"Призвано уменьшить мерцание элементов, представленных в игре.",Attempts to reduce flashing patterns displayed in game.,尽量减少游戏出现的闪光。
PLATFORM_CONTRAST_TITLE,Platform Contrast,Contraste des plateformes,Plattform-Kontrast,Contrasto piattaforme,Contraste de plataformas,Contraste de plataformas,Контраст платформ,Platform Contrast,平台对比度增强
PLATFORM_CONTRAST_DESC,Attempts to increase contrast of platforms versus the background.,Tente d'augmenter le contraste des plateformes par rapport à l'arrière-plan.,"Versucht, den Kontrast der Plattformen zum Hintergrund zu erhöhen.",Prova a aumentare il contrasto delle piattaforme rispetto allo sfondo.,Tenta aumentar o contraste da plataforma em relação ao plano de fundo.,Intenta aumentar el contraste entre las plataformas y el fondo.,Призвано увеличить контрастность платформ по сравнению с задниками.,Attempts to increase contrast of platforms versus the background.,尽量增强平台与背景的对比度。
SPRITE_OUTLINE_TITLE,Sprite Outlines,Contours des sprites,Sprite-Umrisse,Contorni sprite,Contorno de sprites,Contornos delineados,Обводка спрайтов,Sprite Outlines,立绘轮廓
SPRITE_OUTLINE_DESC,Outlines sprites to improve visibility.,Trace le contour des sprites pour améliorer la visibilité.,"Umrandet Sprites, um die Sichtbarkeit zu verbessern.",Aumenta il contorno degli sprite per migliorare la visibilità.,Adiciona contorno aos sprites para melhorar a visibilidade.,Repasa el contorno de los sprites para mayor visibilidad.,У спрайтов теперь есть контуры для улучшения видимости.,Outlines sprites to improve visibility.,立绘显示轮廓，以便玩家观察。
ACTION_ZOOM,Zoom,Zoom,Zoomen,Zoom,Aproximar,Zoom,Приближение,Zoom,缩放
DAMAGE_LABEL,Damage,Dégâts,Schaden,Danno,Dano,Daño,Урон,Damage,伤害
PROJECTILE_SPEED_LABEL,Projectile Speed,Vitesse des projectiles,Projektil-Geschwindigkeit,Velocità del proiettile,Velocidade de projétil,Velocidad del proyectil,Скорость снаряда,Projectile Speed,投射速度
COOLDOWN_LABEL,CoolDown,Temps de recharge,Abklingzeit,Tempo di ricarica,Recarga,Enfriamiento,Кулдаун,CoolDown,冷却
VIDEO_SCREEN_SCALE_PS4,SCREEN SCALING,Échelle de l'écran,BILDSCHIRMSKALIERUNG,Scala dello schermo,ESCALA DE TELA,ESCALA DE PANTALLA,МАСШТАБИРОВАНИЕ,SCREEN SCALING,画面缩放
OPTIONS_CONTROLLER_CONFIG_TITLE_PS4,INPUT CONFIGURATION,CONFIGURATION DES TOUCHES,TASTENBELEGUNG,CONFIGURAZIONE COMANDI,CONFIGURAÇÃO DO CONTROLE,CONFIGURACIÓN DE CONTROL,НАСТРОЙКИ КОНТРОЛЛЕРА,INPUT CONFIGURATION,手柄键位设置
OPTIONS_CONTROLLER_CONFIG_TITLE_NSWITCH,INPUT CONFIGURATION,CONFIGURATION DES TOUCHES,TASTENBELEGUNG,CONFIGURAZIONE COMANDI,CONFIGURAÇÃO DO CONTROLE,CONFIGURACIÓN DE CONTROL,НАСТРОЙКИ КОНТРОЛЛЕРА,INPUT CONFIGURATION,手柄键位设置
INPUT_ICON_STYLE,Icon Style,Icônes des boutons,Icon-Stil,Stile delle icone,Estilo de Ícone,Íconos de botones,Стиль иконки,Icon Style,图标样式
INPUT_HELP_ICON_STYLE,Cycle button icon styles.,Changer les icônes des boutons.,Wechselt zwischen den Icon-Stilen der Tasten.,Cambia lo stile delle icone dei pulsanti.,Alterna o estilo de ícones dos botões.,Cambiar los íconos de los botones.,Стиль иконки кнопки прокрутки,Cycle button icon styles.,切换按钮图标样式
INPUT_HELP_LEFT_ANALOG_MIRRORS_DPAD,Have the left stick mirror the directional pad.,Le stick gauche fonctionnera comme la croix directionnelle.,Lässt den linken stick das Steuerkreuz spiegeln.,La levetta sinistra funzionerà allo stesso modo del pad direzionale.,Faz o botão analógico esquerdo espelhar o direcional.,El palanca izquierdo funcionará igual que el pad direccional.,Левый мини-джойстик теперь дублирует кнопки направлений.,Have the left stick mirror the directional pad.,令L摇杆映射方向按键。
INPUT_HELP_LEFT_ANALOG_MIRRORS_DPAD_NSWITCH,Have the left stick mirror the directional buttons.,Le stick gauche fonctionnera comme les boutons directionnels.,Lässt den linken stick das Richtungsknöpfe spiegeln.,La levetta sinistra funzionerà allo stesso modo dei pulsanti direzionali.,Faz o botão analógico esquerdo espelhar os botões direcionais.,El palanca izquierdo funcionará igual que los botones de dirección.,Левый мини-джойстик теперь дублирует кнопки направлений.,Have the left stick mirror the directional buttons.,令L摇杆映射方向键。
AUDIO_TEXT_TO_SPEECH_DIALOGUE,Text to Speech (Dialogue),Synthèse vocale (Dialogue),Text-to-Speech (Dialog),Sintesi vocale (Dialogo),Texto para fala (diálogo),Texto a voz (diálogo),Преобразование текста в речь (диалог),Text to Speech (Dialogue),文本到语音（对话）
